title,price,release_year,release_month,rating,required_age,is_multiplayer
"Sol Survivor",9.99,2010,3,75,0,1
"Drunken Robot Pornography",14.99,2014,2,66,0,0
"METAL GEAR SOLID V: GROUND ZEROES",19.99,2014,12,80,17,0
"Grim Fandango Remastered",14.99,2015,1,84,0,0
"Commandos 3: Destination Berlin",3.99,2007,3,72,0,1
"Earth 2160",4.99,2006,4,73,0,1
"FlatOut 2™",9.99,2006,12,76,0,0
"Pineapple Smash Crew ",9.99,2012,2,62,0,0
"STAR WARS™ Jedi Knight - Jedi Academy™",9.99,2009,9,81,0,1
"METAL GEAR RISING: REVENGEANCE",29.99,2014,1,83,17,0
Karateka,9.99,2012,12,48,0,0
"Patrician III",4.99,2010,11,75,0,0
"Pride of Nations",19.99,2011,6,70,0,1
"Left 4 Dead 2",19.99,2009,11,89,0,1
"Card Hunter",0,2015,7,80,0,1
Overlord™,4.99,2009,11,81,0,0
"Scribblenauts Unmasked: A DC Comics Adventure",19.99,2013,9,68,0,0
"Armada 2526 Gold Edition",19.99,2013,2,66,0,1
RAGE,19.99,2011,10,79,17,1
"Soldiers: Heroes of World War II",4.99,2014,7,77,0,1
"I Am Alive",14.99,2012,9,66,17,0
Bulletstorm™,19.99,2011,2,82,17,0
"EverQuest® II Free-To-Play. Your Way.™",0,2011,12,83,0,1
"DARK SOULS™ II: Scholar of the First Sin",49.99,2015,4,80,13,1
